method,split,task,regime,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_task_equivalence_f1,ci95_task_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_violation,ci95_contact_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_data_efficiency_proxy,ci95_data_efficiency_proxy,groups
no_invariance_behavior_clone,valid_perceptual_shift,tool_use,mirror_handed_contact,0.5459,0.0358,0.2466,0.0377,0.4728,0.0258,0.3367,0.0237,0.1344,0.0268,0.0714,0.0222,0.0748,0.0237,0.1003,0.0278,0.1548,0.033,0.2976,0.0458,7
no_invariance_behavior_clone,valid_perceptual_shift,tool_use,se2_pose_transform,0.5782,0.0381,0.2602,0.0347,0.415,0.0369,0.3129,0.022,0.068,0.0174,0.051,0.0141,0.0493,0.0213,0.068,0.0237,0.1378,0.0274,0.2823,0.0466,7
no_invariance_behavior_clone,valid_perceptual_shift,tool_use,temporal_order_reversal,0.585,0.0535,0.2619,0.0391,0.4048,0.0349,0.3401,0.0301,0.1446,0.0365,0.0782,0.0227,0.0816,0.023,0.1071,0.0297,0.1327,0.0213,0.3061,0.0485,7
no_invariance_behavior_clone,valid_perceptual_shift,tool_use,tool_affordance_swap,0.5629,0.0282,0.233,0.0264,0.4439,0.0268,0.352,0.0301,0.148,0.0313,0.0901,0.0269,0.1003,0.016,0.1173,0.0415,0.1582,0.0243,0.301,0.0485,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,camera_viewpoint_shift,0.7891,0.0431,0.699,0.0431,0.6956,0.0183,0.551,0.0253,0.034,0.0139,0.017,0.0123,0.0017,0.0033,0.0595,0.0197,0.2398,0.0459,0.5663,0.0349,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,lighting_background_shift,0.7772,0.0313,0.75,0.0306,0.7024,0.0388,0.5442,0.0237,0.034,0.0119,0.0102,0.0061,0.0,0.0,0.0544,0.0133,0.2194,0.0363,0.585,0.0528,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,material_friction_swap,0.7602,0.0418,0.6718,0.0264,0.7466,0.0202,0.5357,0.0411,0.0527,0.0123,0.0374,0.018,0.0119,0.0125,0.0663,0.0278,0.2211,0.0524,0.5833,0.0509,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,mirror_handed_contact,0.7908,0.0387,0.6905,0.0388,0.7517,0.0206,0.5731,0.0336,0.0442,0.0263,0.0289,0.0233,0.0136,0.0107,0.0765,0.019,0.2585,0.0613,0.568,0.0625,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,se2_pose_transform,0.7704,0.0313,0.7041,0.0409,0.7279,0.0206,0.5493,0.0365,0.0153,0.0098,0.0204,0.0132,0.0034,0.0067,0.0527,0.01,0.2585,0.0248,0.5663,0.0477,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,temporal_order_reversal,0.7687,0.0341,0.6735,0.0413,0.75,0.0274,0.5527,0.0461,0.0561,0.0182,0.0187,0.0112,0.0119,0.0102,0.0646,0.0221,0.1837,0.0384,0.5561,0.0455,7
oracle_invariance_validity_supervisor,combined_invariance_stress,cable_routing,tool_affordance_swap,0.7466,0.0455,0.6905,0.0318,0.7228,0.0419,0.5289,0.0387,0.0289,0.0112,0.0272,0.0122,0.0153,0.0122,0.0714,0.0216,0.2483,0.0294,0.5867,0.0366,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,camera_viewpoint_shift,0.8044,0.0215,0.716,0.059,0.699,0.0195,0.5459,0.0262,0.017,0.0112,0.0153,0.0122,0.0051,0.01,0.0493,0.018,0.2109,0.0273,0.5782,0.0356,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,lighting_background_shift,0.7874,0.0369,0.7024,0.042,0.699,0.0268,0.5425,0.0419,0.0255,0.0139,0.0068,0.0069,0.0051,0.0047,0.0459,0.0164,0.2228,0.0337,0.5731,0.0462,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,material_friction_swap,0.7823,0.0457,0.6973,0.0325,0.7381,0.021,0.517,0.0455,0.0425,0.0112,0.0289,0.0152,0.0102,0.0033,0.0918,0.0237,0.2075,0.0278,0.5663,0.0283,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,mirror_handed_contact,0.8146,0.0227,0.7058,0.0557,0.7449,0.0313,0.5017,0.0436,0.0459,0.0129,0.017,0.0112,0.0187,0.0133,0.0629,0.0132,0.216,0.0462,0.5391,0.0469,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,se2_pose_transform,0.7993,0.0396,0.7296,0.0363,0.6973,0.0264,0.5527,0.0333,0.0272,0.0084,0.0068,0.0069,0.0085,0.0098,0.0561,0.0174,0.2211,0.0387,0.5935,0.0246,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,temporal_order_reversal,0.7993,0.0139,0.7092,0.0349,0.75,0.0216,0.5544,0.0384,0.0612,0.0257,0.0119,0.0102,0.017,0.01,0.0646,0.0209,0.2143,0.0314,0.5799,0.0243,7
oracle_invariance_validity_supervisor,combined_invariance_stress,drawer_opening,tool_affordance_swap,0.7772,0.0419,0.6446,0.0497,0.7194,0.0321,0.5238,0.0507,0.0442,0.015,0.0323,0.0067,0.0255,0.0139,0.0578,0.0156,0.2194,0.0305,0.5459,0.0479,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,camera_viewpoint_shift,0.8061,0.0273,0.7449,0.0337,0.7007,0.0545,0.5765,0.0419,0.0357,0.021,0.0153,0.0141,0.0017,0.0033,0.0391,0.0141,0.233,0.055,0.5425,0.0423,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,lighting_background_shift,0.8044,0.0313,0.7041,0.0528,0.6735,0.0394,0.5799,0.034,0.0238,0.0169,0.0068,0.0069,0.0017,0.0033,0.0493,0.0187,0.2075,0.0269,0.6122,0.0352,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,material_friction_swap,0.7772,0.0325,0.6769,0.0316,0.7602,0.0484,0.5323,0.0337,0.0493,0.0172,0.0238,0.0125,0.0153,0.0195,0.0544,0.01,0.2568,0.0329,0.5833,0.0499,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,mirror_handed_contact,0.7942,0.0132,0.6956,0.0367,0.7381,0.0283,0.5748,0.039,0.0374,0.0079,0.0238,0.0102,0.0204,0.0132,0.0748,0.0189,0.2279,0.0503,0.5629,0.0629,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,se2_pose_transform,0.8061,0.0393,0.6837,0.0391,0.7126,0.0372,0.5714,0.0404,0.0238,0.0102,0.0119,0.0102,0.0051,0.0069,0.0646,0.0175,0.2415,0.0363,0.5459,0.0386,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,temporal_order_reversal,0.784,0.0262,0.6888,0.0358,0.7483,0.0193,0.5578,0.0343,0.0374,0.0156,0.0153,0.0111,0.0136,0.0129,0.0561,0.0182,0.216,0.0393,0.5901,0.0511,7
oracle_invariance_validity_supervisor,combined_invariance_stress,mobile_pick_and_place,tool_affordance_swap,0.8112,0.0246,0.6956,0.041,0.75,0.0478,0.5425,0.0341,0.0459,0.0187,0.0255,0.0094,0.0153,0.0098,0.0561,0.0226,0.2398,0.0271,0.5918,0.034,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,camera_viewpoint_shift,0.7789,0.0349,0.6922,0.0336,0.7194,0.0356,0.5765,0.0591,0.0323,0.015,0.0034,0.0043,0.0017,0.0033,0.0612,0.0219,0.2143,0.0512,0.5918,0.0282,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,lighting_background_shift,0.8078,0.0316,0.7041,0.0343,0.6973,0.0469,0.5544,0.0296,0.0306,0.0143,0.0153,0.0141,0.0017,0.0033,0.0527,0.0203,0.2466,0.0174,0.5714,0.0517,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,material_friction_swap,0.8061,0.03,0.6769,0.0219,0.7534,0.0337,0.5102,0.0445,0.0255,0.0129,0.0289,0.0123,0.0153,0.0084,0.0748,0.0159,0.1837,0.0152,0.5391,0.0538,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,mirror_handed_contact,0.7721,0.0281,0.648,0.0429,0.7313,0.0367,0.5357,0.0353,0.0442,0.0253,0.0204,0.0111,0.0102,0.0079,0.0612,0.0164,0.2279,0.0518,0.5782,0.037,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,se2_pose_transform,0.7789,0.0475,0.7398,0.02,0.6905,0.0555,0.5646,0.0333,0.0493,0.0139,0.0153,0.0167,0.0051,0.0069,0.0476,0.0216,0.2211,0.019,0.568,0.0431,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,temporal_order_reversal,0.7823,0.038,0.6667,0.0488,0.7687,0.0377,0.5578,0.0418,0.0493,0.0148,0.0323,0.0132,0.0051,0.0047,0.0595,0.0222,0.2653,0.0291,0.568,0.0355,7
oracle_invariance_validity_supervisor,combined_invariance_stress,peg_insertion,tool_affordance_swap,0.801,0.04,0.7279,0.0454,0.7007,0.0267,0.5442,0.0189,0.0306,0.0221,0.0238,0.0114,0.0085,0.0067,0.0782,0.0233,0.2262,0.0394,0.5374,0.0631,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,camera_viewpoint_shift,0.784,0.0386,0.7109,0.0397,0.6701,0.0477,0.5765,0.0374,0.0289,0.0086,0.0034,0.0043,0.0,0.0,0.0561,0.022,0.2415,0.0291,0.5323,0.0393,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,lighting_background_shift,0.801,0.0317,0.7041,0.0343,0.7058,0.0248,0.5527,0.0521,0.0323,0.0098,0.0102,0.0079,0.0,0.0,0.0561,0.0214,0.2347,0.0268,0.5765,0.0475,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,material_friction_swap,0.7653,0.015,0.6548,0.0423,0.7449,0.0301,0.5357,0.0322,0.0357,0.0114,0.0357,0.0228,0.0102,0.0079,0.0646,0.0227,0.1837,0.0221,0.5646,0.0301,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,mirror_handed_contact,0.7925,0.0429,0.6871,0.0443,0.7585,0.0195,0.551,0.0243,0.0544,0.0249,0.0255,0.0129,0.017,0.0047,0.0561,0.0237,0.2381,0.0297,0.5697,0.0462,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,se2_pose_transform,0.8163,0.0292,0.699,0.0383,0.7211,0.0086,0.5595,0.0297,0.0272,0.0111,0.0068,0.0047,0.0017,0.0033,0.0629,0.0182,0.2126,0.0369,0.5782,0.0426,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,temporal_order_reversal,0.7823,0.0263,0.6752,0.0416,0.7143,0.0378,0.5612,0.0402,0.0306,0.0143,0.017,0.0112,0.0119,0.0072,0.0697,0.0246,0.2381,0.0292,0.5561,0.0387,7
oracle_invariance_validity_supervisor,combined_invariance_stress,tool_use,tool_affordance_swap,0.7942,0.0291,0.6939,0.0443,0.7262,0.0233,0.5918,0.0403,0.051,0.015,0.0221,0.0061,0.0204,0.0111,0.0527,0.0209,0.2279,0.0439,0.5731,0.0213,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,camera_viewpoint_shift,0.8146,0.0404,0.7262,0.0314,0.7262,0.0478,0.5748,0.049,0.0323,0.0084,0.0068,0.0069,0.0017,0.0033,0.0374,0.0224,0.2075,0.0243,0.5986,0.0214,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,lighting_background_shift,0.8282,0.0313,0.716,0.0213,0.7058,0.0296,0.5476,0.0216,0.0238,0.0051,0.0068,0.0069,0.0017,0.0033,0.0578,0.0164,0.2177,0.0174,0.5884,0.0619,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,material_friction_swap,0.818,0.0304,0.7177,0.0428,0.7126,0.0332,0.5816,0.0382,0.0408,0.0345,0.0255,0.0094,0.0204,0.0098,0.0459,0.0129,0.2007,0.0343,0.5918,0.0226,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,mirror_handed_contact,0.8214,0.0239,0.7041,0.0396,0.7347,0.039,0.5697,0.0409,0.0476,0.0169,0.0238,0.0102,0.0102,0.0079,0.0527,0.0112,0.2194,0.0606,0.5663,0.036,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,se2_pose_transform,0.801,0.022,0.7245,0.0503,0.7279,0.032,0.5459,0.0213,0.0408,0.0086,0.0153,0.0067,0.0017,0.0033,0.0544,0.0233,0.2109,0.0202,0.5986,0.0329,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,temporal_order_reversal,0.8146,0.0345,0.7177,0.0463,0.7568,0.0209,0.5595,0.0632,0.0476,0.0269,0.0204,0.0098,0.0153,0.0098,0.0663,0.0203,0.1956,0.037,0.5952,0.031,7
oracle_invariance_validity_supervisor,invalid_physical_shift,cable_routing,tool_affordance_swap,0.7789,0.0349,0.7109,0.0182,0.7636,0.0316,0.5493,0.0476,0.0442,0.0182,0.0187,0.0112,0.0357,0.0184,0.051,0.0132,0.1939,0.0214,0.6003,0.0407,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,camera_viewpoint_shift,0.8061,0.034,0.699,0.0309,0.7245,0.0241,0.5629,0.0455,0.0408,0.0168,0.0136,0.0079,0.0102,0.0107,0.0391,0.0111,0.2347,0.0329,0.5408,0.0329,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,lighting_background_shift,0.7908,0.036,0.7058,0.0413,0.6803,0.0347,0.5748,0.0416,0.0272,0.0067,0.0187,0.0112,0.0,0.0,0.0442,0.0182,0.1939,0.0449,0.5884,0.0215,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,material_friction_swap,0.8316,0.0213,0.6803,0.0439,0.7483,0.0393,0.534,0.0339,0.0459,0.0119,0.0187,0.0143,0.0119,0.0072,0.0323,0.015,0.2126,0.0465,0.5935,0.023,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,mirror_handed_contact,0.8027,0.036,0.7109,0.0474,0.7449,0.0243,0.5544,0.0429,0.0595,0.0204,0.0272,0.0159,0.0119,0.0072,0.0493,0.0156,0.199,0.0268,0.5952,0.0228,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,se2_pose_transform,0.8231,0.0421,0.7075,0.0168,0.7126,0.029,0.5697,0.0468,0.0306,0.0209,0.0221,0.0094,0.0068,0.01,0.0408,0.0152,0.2143,0.0301,0.5306,0.0296,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,temporal_order_reversal,0.8265,0.0301,0.7024,0.0461,0.7432,0.0564,0.5935,0.0535,0.0323,0.0182,0.0187,0.01,0.0085,0.0098,0.0459,0.0119,0.2075,0.0278,0.5867,0.0511,7
oracle_invariance_validity_supervisor,invalid_physical_shift,drawer_opening,tool_affordance_swap,0.7925,0.0243,0.7177,0.0366,0.7381,0.0384,0.5612,0.0436,0.0493,0.0061,0.034,0.0156,0.0119,0.0072,0.0476,0.021,0.2007,0.0303,0.5527,0.0648,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,camera_viewpoint_shift,0.8248,0.0189,0.7007,0.0241,0.7313,0.0238,0.5442,0.0584,0.017,0.0047,0.0102,0.0079,0.0017,0.0033,0.0408,0.0249,0.199,0.0291,0.602,0.0636,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,lighting_background_shift,0.8197,0.0336,0.7313,0.0221,0.7041,0.029,0.5952,0.0384,0.0289,0.0152,0.0136,0.0119,0.0017,0.0033,0.0323,0.0167,0.2092,0.0278,0.5884,0.0632,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,material_friction_swap,0.8112,0.0281,0.7058,0.0485,0.7381,0.0342,0.5748,0.0321,0.0374,0.018,0.0187,0.0069,0.017,0.0133,0.0493,0.0079,0.2194,0.0243,0.5731,0.0549,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,mirror_handed_contact,0.8095,0.0161,0.699,0.0431,0.7364,0.0312,0.6037,0.0232,0.0374,0.0139,0.0272,0.0122,0.0102,0.0079,0.034,0.0156,0.2177,0.0387,0.5612,0.0399,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,se2_pose_transform,0.8282,0.0264,0.7228,0.022,0.7228,0.0413,0.5442,0.04,0.0272,0.0202,0.0187,0.0112,0.0,0.0,0.0408,0.0227,0.2194,0.0488,0.5663,0.0452,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,temporal_order_reversal,0.8146,0.0283,0.7279,0.032,0.7653,0.0344,0.5561,0.0595,0.0612,0.018,0.0102,0.0061,0.0119,0.0102,0.0646,0.0249,0.2245,0.0554,0.5646,0.0196,7
oracle_invariance_validity_supervisor,invalid_physical_shift,mobile_pick_and_place,tool_affordance_swap,0.8503,0.0394,0.7092,0.0309,0.767,0.0341,0.585,0.0379,0.0391,0.0159,0.0204,0.0132,0.0153,0.0111,0.0459,0.018,0.2126,0.0213,0.5731,0.0339,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,camera_viewpoint_shift,0.7857,0.0283,0.6939,0.0498,0.7619,0.0467,0.5391,0.0428,0.0272,0.0122,0.0187,0.01,0.0017,0.0033,0.0425,0.0203,0.2398,0.0219,0.5901,0.0435,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,lighting_background_shift,0.8129,0.0243,0.7211,0.0349,0.6922,0.0271,0.5731,0.0399,0.0306,0.0175,0.0187,0.016,0.0068,0.0133,0.0442,0.0214,0.2194,0.0349,0.5697,0.0224,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,material_friction_swap,0.7925,0.0274,0.6684,0.0376,0.7177,0.0287,0.5527,0.0209,0.0527,0.0152,0.0187,0.0112,0.0085,0.0084,0.0544,0.0233,0.2262,0.0249,0.5867,0.0313,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,mirror_handed_contact,0.7874,0.0303,0.7177,0.0208,0.7585,0.0287,0.5221,0.0415,0.051,0.0132,0.0187,0.0168,0.0136,0.0094,0.051,0.0237,0.2432,0.0196,0.5867,0.0352,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,se2_pose_transform,0.7925,0.0152,0.682,0.0366,0.7398,0.0365,0.5816,0.0372,0.0272,0.0067,0.0187,0.0152,0.0017,0.0033,0.051,0.0167,0.2279,0.0246,0.5578,0.0454,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,temporal_order_reversal,0.8163,0.0391,0.7109,0.0208,0.7313,0.0254,0.551,0.0416,0.0425,0.016,0.017,0.016,0.0136,0.0094,0.0697,0.0061,0.2126,0.0379,0.5867,0.0506,7
oracle_invariance_validity_supervisor,invalid_physical_shift,peg_insertion,tool_affordance_swap,0.7908,0.0397,0.6752,0.0528,0.7687,0.0345,0.5663,0.0394,0.0595,0.0265,0.0136,0.0061,0.0136,0.0079,0.0459,0.0119,0.2177,0.015,0.6088,0.0213,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,camera_viewpoint_shift,0.8095,0.0239,0.7007,0.0262,0.7007,0.0156,0.5765,0.0337,0.0238,0.0088,0.0238,0.0144,0.0051,0.01,0.0595,0.026,0.2194,0.0243,0.5714,0.0306,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,lighting_background_shift,0.8095,0.0378,0.7041,0.0362,0.6854,0.0254,0.534,0.0276,0.017,0.0112,0.0085,0.0067,0.0017,0.0033,0.0357,0.0114,0.1718,0.0413,0.5595,0.0432,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,material_friction_swap,0.8044,0.0287,0.7024,0.0334,0.7109,0.038,0.5476,0.0269,0.0493,0.0267,0.0357,0.0169,0.0136,0.0148,0.0544,0.0203,0.2262,0.0398,0.6071,0.0572,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,mirror_handed_contact,0.7874,0.0362,0.6922,0.0505,0.7177,0.0416,0.5595,0.0429,0.0391,0.0208,0.0221,0.0156,0.0153,0.0043,0.0629,0.0208,0.2194,0.0215,0.6207,0.0219,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,se2_pose_transform,0.8146,0.0562,0.7075,0.0404,0.7279,0.0241,0.5646,0.0604,0.0289,0.0152,0.0136,0.0129,0.0085,0.0098,0.0425,0.0221,0.2058,0.0466,0.602,0.0325,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,temporal_order_reversal,0.8197,0.0389,0.6752,0.0457,0.7211,0.0254,0.5663,0.0571,0.0493,0.0193,0.0204,0.0098,0.0102,0.0079,0.0374,0.0156,0.1922,0.0303,0.5493,0.0465,7
oracle_invariance_validity_supervisor,invalid_physical_shift,tool_use,tool_affordance_swap,0.7823,0.0377,0.6667,0.0509,0.767,0.0333,0.5476,0.026,0.0476,0.0184,0.0187,0.0152,0.0136,0.0148,0.0442,0.0159,0.2194,0.0221,0.5782,0.0441,7
oracle_invariance_validity_supervisor,nominal,cable_routing,camera_viewpoint_shift,0.8384,0.0274,0.7347,0.0309,0.7007,0.0369,0.585,0.0362,0.0238,0.0239,0.0119,0.0088,0.0,0.0,0.0187,0.0086,0.1701,0.015,0.6003,0.0152,7
oracle_invariance_validity_supervisor,nominal,cable_routing,lighting_background_shift,0.8401,0.0325,0.7177,0.0419,0.7041,0.0399,0.5476,0.0314,0.0238,0.0051,0.0272,0.0098,0.0017,0.0033,0.0187,0.01,0.1939,0.0167,0.602,0.0227,7
oracle_invariance_validity_supervisor,nominal,cable_routing,material_friction_swap,0.8401,0.0274,0.7092,0.0283,0.7415,0.0413,0.5714,0.0398,0.0425,0.0233,0.0255,0.0193,0.0068,0.0069,0.0221,0.0193,0.2126,0.0343,0.6037,0.0413,7
oracle_invariance_validity_supervisor,nominal,cable_routing,mirror_handed_contact,0.8571,0.0176,0.7092,0.0567,0.7585,0.0214,0.5952,0.0407,0.0391,0.0208,0.0119,0.0072,0.0085,0.0067,0.0221,0.0172,0.1854,0.04,0.5816,0.0365,7
oracle_invariance_validity_supervisor,nominal,cable_routing,se2_pose_transform,0.852,0.0292,0.7687,0.036,0.7075,0.0438,0.5884,0.0377,0.0289,0.0133,0.0085,0.0067,0.0051,0.0069,0.0238,0.0161,0.1854,0.0404,0.6071,0.0349,7
oracle_invariance_validity_supervisor,nominal,cable_routing,temporal_order_reversal,0.8435,0.02,0.6905,0.0607,0.7721,0.0336,0.6122,0.0567,0.0238,0.0144,0.0153,0.0067,0.0034,0.0043,0.0204,0.0159,0.1735,0.0133,0.6088,0.0682,7
oracle_invariance_validity_supervisor,nominal,cable_routing,tool_affordance_swap,0.8639,0.0269,0.699,0.0425,0.7194,0.0337,0.6122,0.0349,0.0272,0.0174,0.017,0.0086,0.0136,0.0107,0.0221,0.0156,0.1582,0.04,0.5867,0.0516,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,camera_viewpoint_shift,0.852,0.0183,0.7313,0.0461,0.6922,0.032,0.6173,0.0448,0.0238,0.0072,0.0085,0.0067,0.0017,0.0033,0.0221,0.0079,0.2058,0.04,0.585,0.0386,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,lighting_background_shift,0.8452,0.0326,0.7092,0.016,0.7381,0.0274,0.6276,0.0639,0.017,0.0123,0.0136,0.0129,0.0051,0.01,0.0085,0.0067,0.1871,0.0263,0.6173,0.054,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,material_friction_swap,0.8571,0.0222,0.699,0.0214,0.7449,0.0443,0.6054,0.0262,0.0374,0.0139,0.0204,0.0098,0.0017,0.0033,0.0153,0.0084,0.1735,0.0309,0.5799,0.077,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,mirror_handed_contact,0.8367,0.0268,0.7075,0.0309,0.7449,0.0384,0.6207,0.0267,0.0493,0.0156,0.0153,0.0098,0.0136,0.0094,0.0153,0.0084,0.1735,0.0287,0.6207,0.029,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,se2_pose_transform,0.8605,0.0304,0.7313,0.037,0.7313,0.048,0.6088,0.0299,0.0323,0.0132,0.0153,0.0067,0.0017,0.0033,0.0119,0.0125,0.1956,0.0233,0.5986,0.0508,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,temporal_order_reversal,0.8418,0.0337,0.7381,0.021,0.733,0.0329,0.602,0.0458,0.0306,0.0123,0.0187,0.0143,0.0051,0.0069,0.0221,0.0119,0.1667,0.0204,0.6003,0.0264,7
oracle_invariance_validity_supervisor,nominal,drawer_opening,tool_affordance_swap,0.8537,0.0182,0.7177,0.0313,0.7483,0.0389,0.5867,0.0541,0.0357,0.0153,0.0153,0.0098,0.0068,0.0047,0.0204,0.0122,0.2177,0.0287,0.5969,0.0473,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,camera_viewpoint_shift,0.8605,0.0377,0.7415,0.0348,0.699,0.0406,0.6037,0.0406,0.0238,0.0102,0.0136,0.0129,0.0017,0.0033,0.0221,0.0156,0.1956,0.0309,0.6156,0.0278,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,lighting_background_shift,0.8588,0.0213,0.7534,0.0437,0.6871,0.0325,0.6105,0.0243,0.0187,0.0112,0.0136,0.0107,0.0,0.0,0.0068,0.0069,0.1803,0.0351,0.5884,0.0419,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,material_friction_swap,0.8571,0.0322,0.7041,0.0389,0.7449,0.0254,0.6122,0.037,0.0408,0.0143,0.0187,0.0152,0.0051,0.0047,0.0255,0.0107,0.1786,0.0216,0.5884,0.0356,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,mirror_handed_contact,0.8265,0.0278,0.7228,0.0329,0.7755,0.0246,0.5952,0.0228,0.0272,0.0098,0.0119,0.0072,0.0102,0.0079,0.0357,0.0135,0.2007,0.0336,0.5952,0.0553,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,se2_pose_transform,0.8707,0.0206,0.733,0.0387,0.7126,0.0354,0.6054,0.0312,0.0306,0.0243,0.0085,0.0067,0.0,0.0,0.017,0.0133,0.1905,0.0244,0.5646,0.0407,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,temporal_order_reversal,0.8367,0.0313,0.7347,0.0278,0.7585,0.0214,0.5969,0.029,0.0255,0.0107,0.0153,0.0122,0.0017,0.0033,0.017,0.01,0.1939,0.0226,0.5697,0.0246,7
oracle_invariance_validity_supervisor,nominal,mobile_pick_and_place,tool_affordance_swap,0.8401,0.0227,0.7347,0.0428,0.7449,0.0274,0.5952,0.0398,0.0323,0.0159,0.0204,0.0084,0.0102,0.0094,0.0272,0.0167,0.1871,0.0237,0.6378,0.036,7
oracle_invariance_validity_supervisor,nominal,peg_insertion,camera_viewpoint_shift,0.8214,0.0367,0.7262,0.021,0.7211,0.0259,0.5697,0.0365,0.0255,0.0156,0.0068,0.0069,0.0017,0.0033,0.0119,0.0088,0.1939,0.0309,0.585,0.0418,7
oracle_invariance_validity_supervisor,nominal,peg_insertion,lighting_background_shift,0.835,0.0382,0.7517,0.0376,0.7262,0.0394,0.6224,0.0263,0.0221,0.0079,0.0051,0.0047,0.0,0.0,0.0221,0.0129,0.1905,0.0388,0.5986,0.0337,7
